,open,high,low,close,volume,value
2017-10-15 09:00:00,6610000.0,6700000.0,6142000.0,6381000.0,7.63078273,48606365.59432
2017-10-16 09:00:00,6403000.0,6527000.0,6282000.0,6491000.0,22.92663476,146271226.15592
2017-10-17 09:00:00,6495000.0,6510000.0,6299000.0,6457000.0,4.24133721,27260409.19505
2017-10-18 09:00:00,6413000.0,6489000.0,5876000.0,6391000.0,36.00111898,219208847.48369
2017-10-19 09:00:00,6405000.0,6596000.0,6109000.0,6511000.0,11.95565558,76025647.17432
2017-10-20 09:00:00,6536000.0,6954000.0,6395000.0,6928000.0,21.97426401,145159280.71805
2017-10-21 09:00:00,6928000.0,7253000.0,6773000.0,6874000.0,5.46210809,38250145.45411
2017-10-22 09:00:00,6858000.0,7060000.0,6709000.0,7039000.0,4.39101644,30054045.84628
2017-10-23 09:00:00,7017000.0,7100000.0,6668000.0,6971000.0,14.03934445,97052524.49132
2017-10-24 09:00:00,7034000.0,7052000.0,6350000.0,6479000.0,98.6742294,651377192.14619
2017-10-25 09:00:00,6479000.0,6644000.0,6212000.0,6643000.0,108.36397361,695968675.01792
2017-10-26 09:00:00,6643000.0,6873000.0,6534000.0,6811000.0,428.50851968,2881467621.80027
2017-10-27 09:00:00,6765000.0,6950000.0,6633000.0,6710000.0,431.20412963,2917092203.66689
2017-10-28 09:00:00,6708000.0,6800000.0,6600000.0,6715000.0,404.19563617,2708305312.92229
2017-10-29 09:00:00,6715000.0,7030000.0,6588000.0,6961000.0,656.27989369,4413173510.25254
2017-10-30 09:00:00,6961000.0,7007000.0,6809000.0,6964000.0,521.84628417,3621429303.55395
2017-10-31 09:00:00,6965000.0,7479000.0,6965000.0,7422000.0,1170.54812455,8331387759.05405
2017-11-01 09:00:00,7422000.0,7799000.0,7256000.0,7798000.0,1164.45059943,8657129768.27674
2017-11-02 09:00:00,7790000.0,8596000.0,7500000.0,8217000.0,1806.67768011,14621738292.19718
2017-11-03 09:00:00,8219000.0,8478000.0,8000000.0,8143000.0,1025.40458685,8480692936.98769
2017-11-04 09:00:00,8136000.0,8400000.0,7560000.0,8346000.0,881.59851324,7137573137.46992
2017-11-05 09:00:00,8345000.0,8620000.0,8280000.0,8453000.0,993.49954201,8409963563.14026
2017-11-06 09:00:00,8454000.0,8480000.0,8030000.0,8060000.0,1914.09607157,15924418602.8134
2017-11-07 09:00:00,8060000.0,8413000.0,8050000.0,8243000.0,1858.95589505,15264884249.39165
2017-11-08 09:00:00,8244000.0,8639000.0,8060000.0,8339000.0,2280.72049163,18964680864.9587
2017-11-09 09:00:00,8338000.0,8340000.0,8041000.0,8148000.0,2491.80910057,20397973001.43914
2017-11-10 09:00:00,8150000.0,8240000.0,7320000.0,7541000.0,3612.89564315,28271699640.03251
2017-11-11 09:00:00,7541000.0,7897000.0,7009000.0,7231000.0,3407.25730505,25386732062.7362
2017-11-12 09:00:00,7231000.0,8250000.0,6476000.0,7132000.0,8255.02328981,59303943335.4971
2017-11-13 09:00:00,7132000.0,7898000.0,6921000.0,7487000.0,9275.45757255,68979166583.98106
2017-11-14 09:00:00,7471000.0,7699000.0,7430000.0,7591000.0,6500.25828248,49083415078.93159
2017-11-15 09:00:00,7592000.0,8397000.0,7560000.0,8350000.0,7565.29668171,60575966230.99168
2017-11-16 09:00:00,8350000.0,8750000.0,8150000.0,8710000.0,7885.12189571,66362578166.67221
2017-11-17 09:00:00,8710000.0,8899000.0,8400000.0,8541000.0,8479.64307876,73541971046.96329
2017-11-18 09:00:00,8542000.0,8699000.0,8356000.0,8618000.0,8359.23158399,71270791002.62938
2017-11-19 09:00:00,8618000.0,8888000.0,8495000.0,8770000.0,6018.17460761,51704190379.62344
2017-11-20 09:00:00,8770000.0,9181000.0,8655000.0,9025000.0,11144.14671373,98856175269.8701
2017-11-21 09:00:00,8994000.0,9230000.0,8500000.0,8944000.0,14774.66683164,132652866037.0233
2017-11-22 09:00:00,8944000.0,9200000.0,8932000.0,9084000.0,13847.87059897,125645415654.13206
2017-11-23 09:00:00,9084000.0,9134000.0,8905000.0,8943000.0,13841.87719654,125047210622.13188
2017-11-24 09:00:00,8945000.0,9670000.0,7182000.0,9195000.0,22584.05850985,205808331428.20932
2017-11-25 09:00:00,9195000.0,9908000.0,8930000.0,9879000.0,13583.46813243,127609531945.92574
2017-11-26 09:00:00,9879000.0,10750000.0,9751000.0,10344000.0,21616.95893054,219495708155.25916
2017-11-27 09:00:00,10339000.0,11320000.0,10333000.0,11314000.0,19495.17150332,212595498131.18753
2017-11-28 09:00:00,11315000.0,12074000.0,11111000.0,12048000.0,31149.61770187,361833928118.68604
2017-11-29 09:00:00,12050000.0,13750000.0,10800000.0,11104000.0,46072.10048672,583392545363.8435
2017-11-30 09:00:00,11114000.0,12550000.0,10017000.0,11935000.0,41015.72824001,468921379821.1759
2017-12-01 09:00:00,11935000.0,12680000.0,11201000.0,12532000.0,30105.44287949,361396684693.6415
2017-12-02 09:00:00,12532000.0,13180000.0,12350000.0,12971000.0,29070.16589351,373696719511.07733
2017-12-03 09:00:00,12970000.0,13529000.0,12840000.0,13128000.0,26158.44322038,342652005584.1855
2017-12-04 09:00:00,13120000.0,13688000.0,13119000.0,13684000.0,23034.66918821,308794107045.7385
2017-12-05 09:00:00,13683000.0,14794000.0,13612000.0,14645000.0,27842.82483202,393354372550.99945
2017-12-06 09:00:00,14645000.0,19006000.0,14645000.0,18390000.0,46874.81572282,764486810510.9639
2017-12-07 09:00:00,18389000.0,23860000.0,17965000.0,23791000.0,55171.05694429,1118269518418.238
2017-12-08 09:00:00,23795000.0,24967000.0,16521000.0,20260000.0,101681.96225121,2070532197879.6824
2017-12-09 09:00:00,20259000.0,20877000.0,15257000.0,17769000.0,57286.61272035,1017293699277.7094
2017-12-10 09:00:00,17769000.0,18537000.0,13744000.0,17661000.0,87737.90180131,1397576996544.1858
2017-12-11 09:00:00,17661000.0,19989000.0,17520000.0,19307000.0,49104.26522594,937491532254.3287
2017-12-12 09:00:00,19307000.0,19549000.0,18497000.0,18940000.0,37765.66828121,724954383604.7885
2017-12-13 09:00:00,18943000.0,19301000.0,17379000.0,18358000.0,38816.44091324,720181409852.3256
2017-12-14 09:00:00,18356000.0,19312000.0,18101000.0,18660000.0,39274.3089533,729015620961.669
2017-12-15 09:00:00,18664000.0,21558000.0,18539000.0,20075000.0,53514.06078424,1078431840484.545
2017-12-16 09:00:00,20080000.0,22475000.0,19810000.0,22205000.0,41694.09111338,870835418750.3627
2017-12-17 09:00:00,22208000.0,22961000.0,21000000.0,21881000.0,35122.33783135,774987397539.5995
2017-12-18 09:00:00,21881000.0,22280000.0,20980000.0,22087000.0,39510.42923015,864254636436.4166
2017-12-19 09:00:00,22086000.0,23741000.0,20450000.0,22367000.0,48064.50573599,1076218244994.0664
2017-12-20 09:00:00,22385000.0,23299000.0,20600000.0,22638000.0,41426.79458212,915787457576.3986
2017-12-21 09:00:00,22638000.0,23950000.0,20750000.0,22200000.0,43263.77604079,974647759990.218
2017-12-22 09:00:00,22200000.0,22840000.0,16105000.0,19089000.0,79976.23837469,1528909362094.557
2017-12-23 09:00:00,19090000.0,21120000.0,18312000.0,20525000.0,58485.96741678,1163881876672.5967
2017-12-24 09:00:00,20523000.0,20770000.0,18499000.0,19592000.0,47643.13660186,929024030188.0336
2017-12-25 09:00:00,19589000.0,19950000.0,19210000.0,19822000.0,36350.71167524,712237808781.7738
2017-12-26 09:00:00,19820000.0,22750000.0,19730000.0,21933000.0,54654.19806036,1172199097072.874
2017-12-27 09:00:00,21932000.0,22650000.0,21074000.0,21970000.0,37639.65248022,825256664954.1604
2017-12-28 09:00:00,21964000.0,22000000.0,18323000.0,19565000.0,45244.24799131,896259224119.7755
2017-12-29 09:00:00,19565000.0,19738000.0,18530000.0,19290000.0,37594.01226698,716201020435.9087
2017-12-30 09:00:00,19290000.0,19478000.0,17800000.0,18415000.0,42305.07850317,790630766740.0131
2017-12-31 09:00:00,18401000.0,19637000.0,18208000.0,19280000.0,29363.72193703,553830467343.9598
2018-01-01 09:00:00,19278000.0,19420000.0,18290000.0,18860000.0,27949.67613401,529081640813.1479
2018-01-02 09:00:00,18875000.0,21720000.0,18510000.0,20263000.0,41968.47300909,819264196997.1248
2018-01-03 09:00:00,20263000.0,21329000.0,19520000.0,20900000.0,43168.2576045,888631010674.476
2018-01-04 09:00:00,20899000.0,23685000.0,19700000.0,23402000.0,45192.45174241,979226883111.2864
2018-01-05 09:00:00,23403000.0,28589000.0,22338000.0,27444000.0,56774.8498417,1418955321795.6082
2018-01-06 09:00:00,27451000.0,28885000.0,23966000.0,26924000.0,48971.92813081,1279382915220.0127
2018-01-07 09:00:00,26924000.0,27210000.0,24543000.0,25859000.0,31015.72258622,805561532281.216
2018-01-08 09:00:00,25859000.0,26449000.0,23850000.0,25230000.0,44839.78332164,1135051093505.0276
2018-01-09 09:00:00,25200000.0,25786000.0,22858000.0,24016000.0,41558.52968619,1009654272888.3821
2018-01-10 09:00:00,24015000.0,24200000.0,19689000.0,21317000.0,43736.28693252,969877439744.969
2018-01-11 09:00:00,21300000.0,21890000.0,14104000.0,19389000.0,61924.52562032,1181041028214.3333
2018-01-12 09:00:00,19359000.0,21143000.0,18005000.0,20745000.0,43734.14210793,858088176720.2753
2018-01-13 09:00:00,20750000.0,21399000.0,19886000.0,21135000.0,30172.38452901,634210697267.0924
2018-01-14 09:00:00,21130000.0,21299000.0,18131000.0,19206000.0,30105.53009772,586547552576.8049
2018-01-15 09:00:00,19210000.0,20143000.0,18201000.0,19106000.0,29582.95249892,571781083101.0643
2018-01-16 09:00:00,19107000.0,19219000.0,11543000.0,14279000.0,59293.11406178,947014914659.6864
2018-01-17 09:00:00,14279000.0,15722000.0,11901000.0,14951000.0,60203.17701055,809847311215.9441
2018-01-18 09:00:00,14954000.0,16370000.0,13650000.0,14880000.0,44001.92022842,651400884897.6748
2018-01-19 09:00:00,14879000.0,15448000.0,14352000.0,15372000.0,27555.99477285,411893497250.1491
2018-01-20 09:00:00,15370000.0,17208000.0,15225000.0,16858000.0,51147.45641776,845326077909.618
2018-01-21 09:00:00,16852000.0,16943000.0,13735000.0,14640000.0,44140.37058853,660819520492.5259
2018-01-22 09:00:00,14640000.0,14910000.0,12981000.0,13944000.0,30529.67525826,424614464672.0995
2018-01-23 09:00:00,13968000.0,14044000.0,12311000.0,13141000.0,28032.38238629,369065658985.68024
2018-01-24 09:00:00,13139000.0,13780000.0,12600000.0,13450000.0,24236.06233141,317699876835.02954
2018-01-25 09:00:00,13450000.0,13900000.0,12800000.0,12973000.0,18943.75635587,251329639983.3806
2018-01-26 09:00:00,12973000.0,13350000.0,11500000.0,12876000.0,30279.96147663,379440453340.1203
2018-01-27 09:00:00,12876000.0,13132000.0,12300000.0,12900000.0,18535.39984957,235439540808.33005
2018-01-28 09:00:00,12903000.0,13570000.0,12810000.0,13352000.0,20508.73672486,271698507514.6077
2018-01-29 09:00:00,13351000.0,13489000.0,12560000.0,12909000.0,15844.07278917,205582977986.2608
2018-01-30 09:00:00,12909000.0,12957000.0,11310000.0,11627000.0,21206.17024434,258564860359.41562
2018-01-31 09:00:00,11658000.0,11900000.0,10400000.0,11429000.0,23175.02109439,259417060684.88272
2018-02-01 09:00:00,11439000.0,11490000.0,10011000.0,10070000.0,22225.67551126,236864009092.77927
2018-02-02 09:00:00,10061000.0,10120000.0,7830000.0,9410000.0,52018.46095277,465637634475.9709
2018-02-03 09:00:00,9410000.0,10200000.0,8400000.0,9520000.0,25405.73722415,235540121101.8899
2018-02-04 09:00:00,9524000.0,10158000.0,8765000.0,8900000.0,18781.02389914,178483940514.02716
2018-02-05 09:00:00,8900000.0,9250000.0,7715000.0,7832000.0,20709.59917348,176326495552.98172
2018-02-06 09:00:00,7831000.0,8698000.0,6620000.0,8642000.0,44456.45172294,335384726987.6974
2018-02-07 09:00:00,8646000.0,9199000.0,7990000.0,8387000.0,33928.15634331,294441762043.2158
2018-02-08 09:00:00,8410000.0,9690000.0,8410000.0,9480000.0,38113.82546535,351355936611.4521
2018-02-09 09:00:00,9479000.0,9934000.0,9041000.0,9929000.0,29459.15309411,277460223221.5223
2018-02-10 09:00:00,9929000.0,10656000.0,9475000.0,9959000.0,33057.11964565,335316118019.4635
2018-02-11 09:00:00,9958000.0,10045000.0,9021000.0,9320000.0,17672.61615308,166733129197.31808
2018-02-12 09:00:00,9319000.0,10195000.0,9305000.0,10140000.0,14756.72285892,145173412651.06952
2018-02-13 09:00:00,10149000.0,10220000.0,9630000.0,9906000.0,13735.57073936,136411104720.2393
2018-02-14 09:00:00,9906000.0,10510000.0,9896000.0,10473000.0,17264.67105928,176544632905.03323
2018-02-15 09:00:00,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,293165904394.8277
2018-02-16 09:00:00,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,231906886587.65186
2018-02-17 09:00:00,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,406337968335.0321
2018-02-18 09:00:00,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,538048238909.2242
2018-02-19 09:00:00,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,278412584740.4364
2018-02-20 09:00:00,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,547143024491.79083
2018-02-21 09:00:00,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,492964886432.1959
2018-02-22 09:00:00,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,454695464304.42505
2018-02-23 09:00:00,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,365496367275.31226
2018-02-24 09:00:00,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,257929366922.33112
2018-02-25 09:00:00,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,185760963538.6857
2018-02-26 09:00:00,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,276455308845.72
2018-02-27 09:00:00,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,244517108299.52618
2018-02-28 09:00:00,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,254046612860.76138
2018-03-01 09:00:00,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,248835909818.77716
2018-03-02 09:00:00,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,295637064034.3188
2018-03-03 09:00:00,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,228965630025.49286
2018-03-04 09:00:00,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,201340229993.18277
2018-03-05 09:00:00,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,175702590360.74634
2018-03-06 09:00:00,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,185315323122.34424
2018-03-07 09:00:00,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,337512805826.04443
2018-03-08 09:00:00,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,232885684468.13763
2018-03-09 09:00:00,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,359087978449.7945
2018-03-10 09:00:00,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,173993980170.12576
2018-03-11 09:00:00,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,222910153569.97626
2018-03-12 09:00:00,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,243013316061.00055
2018-03-13 09:00:00,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,163563552693.13174
2018-03-14 09:00:00,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,188527487356.7046
2018-03-15 09:00:00,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,249635075454.0921
2018-03-16 09:00:00,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,132742166404.73773
2018-03-17 09:00:00,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,85560272227.023
2018-03-18 09:00:00,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,177096093168.42688
2018-03-19 09:00:00,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,245419472243.3094
2018-03-20 09:00:00,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,196491719564.26718
2018-03-21 09:00:00,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,165715121214.27365
2018-03-22 09:00:00,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,127016149438.50511
2018-03-23 09:00:00,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,142667325470.46442
2018-03-24 09:00:00,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,165029218994.35327
2018-03-25 09:00:00,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,105095192622.35017
2018-03-26 09:00:00,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,127581011940.66682
2018-03-27 09:00:00,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,125080254901.64694
2018-03-28 09:00:00,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,86802477741.02734
2018-03-29 09:00:00,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,151238051477.14026
2018-03-30 09:00:00,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,164045187614.0903
2018-03-31 09:00:00,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,100867346789.22931
2018-04-01 09:00:00,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,122342431083.24059
2018-04-02 09:00:00,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,120687120257.72769
2018-04-03 09:00:00,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,167328191097.50308
2018-04-04 09:00:00,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,131238696808.84602
2018-04-05 09:00:00,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,242670189046.2861
2018-04-06 09:00:00,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,68879512444.37962
2018-04-07 09:00:00,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,91234343725.51886
2018-04-08 09:00:00,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,88577530197.90446
2018-04-09 09:00:00,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,126574227027.07414
2018-04-10 09:00:00,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,90344438501.36398
2018-04-11 09:00:00,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,96697377105.59875
2018-04-12 09:00:00,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,316269494560.4542
2018-04-13 09:00:00,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,247054211917.69547
2018-04-14 09:00:00,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,156797203424.5986
2018-04-15 09:00:00,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,131664347777.28394
2018-04-16 09:00:00,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,148012520660.67407
2018-04-17 09:00:00,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,211660883356.34955
2018-04-18 09:00:00,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,177084737091.46255
2018-04-19 09:00:00,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,253644393790.00677
2018-04-20 09:00:00,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,232623032866.6231
2018-04-21 09:00:00,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,177162045379.61438
2018-04-22 09:00:00,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,121047685659.1874
2018-04-23 09:00:00,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,124792552711.50038
2018-04-24 09:00:00,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,235821532415.81827
2018-04-25 09:00:00,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,262214242080.33646
2018-04-26 09:00:00,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,218685659196.67456
2018-04-27 09:00:00,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,176388411503.23834
2018-04-28 09:00:00,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,121743481137.66089
2018-04-29 09:00:00,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,150206350508.26474
2018-04-30 09:00:00,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,150445687889.79968
2018-05-01 09:00:00,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,152795886765.37103
2018-05-02 09:00:00,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,117882417036.4124
2018-05-03 09:00:00,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,208675848181.56223
2018-05-04 09:00:00,10670000.0,10901000.0,10500000.0,10645000.0,12582.44048262,133814513969.93172
2018-05-05 09:00:00,10645000.0,10907000.0,10621000.0,10820000.0,9581.87522246,103069640740.38638
2018-05-06 09:00:00,10820000.0,10963000.0,10500000.0,10684000.0,8806.00591903,94436279577.79558
2018-05-07 09:00:00,10684000.0,10721000.0,10264000.0,10422000.0,8143.48490464,84745378279.00043
2018-05-08 09:00:00,10439000.0,10499000.0,10130000.0,10233000.0,7651.23404175,78939835695.70612
2018-05-09 09:00:00,10230000.0,10433000.0,9917000.0,10405000.0,9955.39479461,101378937934.76323
2018-05-10 09:00:00,10405000.0,10474000.0,9895000.0,9976000.0,9077.78269458,93275451569.68932
2018-05-11 09:00:00,9976000.0,9985000.0,8788000.0,9256000.0,20997.66993227,199207644320.68726
2018-05-12 09:00:00,9257000.0,9644000.0,9014000.0,9481000.0,10980.18990988,102591046951.7613
2018-05-13 09:00:00,9480000.0,9851000.0,9360000.0,9803000.0,8513.44899868,81838304671.07578
2018-05-14 09:00:00,9804000.0,9935000.0,9400000.0,9797000.0,12813.13382791,124034606903.58357
2018-05-15 09:00:00,9802000.0,9879000.0,9458000.0,9500000.0,8325.82703617,80714050266.3245
2018-05-16 09:00:00,9500000.0,9542000.0,9015000.0,9297000.0,12218.79341156,113015017992.22574
2018-05-17 09:00:00,9297000.0,9390000.0,9020000.0,9090000.0,6921.98679007,63909130322.47995
2018-05-18 09:00:00,9072000.0,9186000.0,8881000.0,9165000.0,5904.08097087,53233771175.10834
2018-05-19 09:00:00,9165000.0,9299000.0,9068000.0,9112000.0,6285.06750236,57548357609.8002
2018-05-20 09:00:00,9112000.0,9398000.0,9051000.0,9370000.0,4901.03255016,45169962150.05477
2018-05-21 09:00:00,9370000.0,9439000.0,9279000.0,9345000.0,4741.95012493,44399589675.22824
2018-05-22 09:00:00,9345000.0,9356000.0,8931000.0,8940000.0,4999.60324703,45871812674.70519
2018-05-23 09:00:00,8940000.0,9020000.0,8433000.0,8483000.0,8085.0532098,71269244524.02399
2018-05-24 09:00:00,8483000.0,8767000.0,8185000.0,8415000.0,8771.34270455,73928834982.35529
2018-05-25 09:00:00,8415000.0,8480000.0,8180000.0,8317000.0,4317.19540355,35876549723.33502
2018-05-26 09:00:00,8317000.0,8420000.0,8122000.0,8162000.0,3099.59149706,25693093104.7013
2018-05-27 09:00:00,8162000.0,8216000.0,8040000.0,8182000.0,2635.09988761,21410944206.51575
2018-05-28 09:00:00,8182000.0,8261000.0,7858000.0,7903000.0,5922.32658056,47889340053.91693
2018-05-29 09:00:00,7903000.0,8360000.0,7813000.0,8299000.0,6682.61704253,54079954310.94927
2018-05-30 09:00:00,8300000.0,8436000.0,8100000.0,8207000.0,6755.11057646,56062998960.04118
2018-05-31 09:00:00,8198000.0,8375000.0,8110000.0,8282000.0,4978.12880286,41199561908.61046
2018-06-01 09:00:00,8278000.0,8370000.0,8139000.0,8282000.0,3751.37371919,30985647855.544
2018-06-02 09:00:00,8282000.0,8425000.0,8211000.0,8339000.0,3557.44198334,29631281616.29864
2018-06-03 09:00:00,8338000.0,8443000.0,8297000.0,8419000.0,3755.93937776,31491017081.69533
2018-06-04 09:00:00,8419000.0,8477000.0,8206000.0,8248000.0,3615.54200858,30073576203.69768
2018-06-05 09:00:00,8241000.0,8400000.0,8130000.0,8360000.0,3715.39795807,30574008152.5506
2018-06-06 09:00:00,8359000.0,8400000.0,8208000.0,8359000.0,3334.03058018,27751918926.98776
2018-06-07 09:00:00,8358000.0,8490000.0,8330000.0,8375000.0,3432.43923415,28772117046.82323
2018-06-08 09:00:00,8375000.0,8385000.0,8268000.0,8341000.0,2685.93901923,22361068528.87662
2018-06-09 09:00:00,8341000.0,8370000.0,8205000.0,8233000.0,1658.39383848,13807141637.38603
2018-06-10 09:00:00,8233000.0,8247000.0,7425000.0,7576000.0,7445.15112262,58198185181.56478
2018-06-11 09:00:00,7576000.0,7662000.0,7362000.0,7635000.0,4309.230986,32342844908.58467
2018-06-12 09:00:00,7635000.0,7685000.0,7270000.0,7350000.0,5044.24648135,37952946026.02549
2018-06-13 09:00:00,7350000.0,7390000.0,6951000.0,7040000.0,4943.24050185,35453527846.16827
2018-06-14 09:00:00,7039000.0,7380000.0,6977000.0,7355000.0,6511.9470463,46891272332.02168
2018-06-15 09:00:00,7363000.0,7399000.0,7151000.0,7180000.0,3302.08916025,24092415996.67304
2018-06-16 09:00:00,7180000.0,7336000.0,7116000.0,7277000.0,2031.22860933,14662383632.77435
2018-06-17 09:00:00,7275000.0,7329000.0,7206000.0,7218000.0,1502.42292843,10927666173.81766
2018-06-18 09:00:00,7231000.0,7550000.0,7135000.0,7461000.0,3050.85296824,22285457937.4941
2018-06-19 09:00:00,7461000.0,7649000.0,7370000.0,7553000.0,3830.01250877,28804682229.34449
2018-06-20 09:00:00,7553000.0,7594000.0,7110000.0,7538000.0,5808.17313215,42569533207.24383
2018-06-21 09:00:00,7538000.0,7580000.0,7445000.0,7511000.0,3078.51433366,23106255437.47773
